facility_id,obligor_id,obligor_name,group_id,group_name,country,region,sector,product_type,internal_rating,rating_band,currency,limit_amount,outstanding_amount,undrawn_amount,collateral_value,origination_date,maturity_date,interest_rate,is_defaulted
304,153,Obligor_0153,60,Group_060,IT,North America,TMT,Guarantee,2,Investment_Grade,USD,390000.0,288226.0,101774.0,0.0,2016-01-31,2019-01-15,0.0358,0
305,194,Obligor_0194,13,Group_013,UK,APAC,TMT,Term_Loan,2,Investment_Grade,GBP,280000.0,183890.0,96110.0,102841.0,2024-11-07,2028-02-03,0.0325,0
306,10,Obligor_0010,70,Group_070,US,EMEA,TMT,Term_Loan,3,Investment_Grade,EUR,1120000.0,450716.0,669284.0,1037935.0,2016-02-19,2023-01-09,0.0348,0
307,56,Obligor_0056,32,Group_032,BR,North America,Retail,Guarantee,8,Watchlist,GBP,1200000.0,516756.0,683244.0,0.0,2017-07-27,2019-09-25,0.058,0
308,30,Obligor_0030,36,Group_036,US,North America,Transport,Derivatives,3,Investment_Grade,USD,290000.0,246478.0,43522.0,166766.0,2019-06-25,2023-07-23,0.0404,0
309,109,Obligor_0109,19,Group_019,UK,LATAM,TMT,Revolver,10,Watchlist,USD,120000.0,90704.0,29296.0,27669.0,2022-06-17,2027-09-28,0.0641,0
310,5,Obligor_0005,19,Group_019,UK,LATAM,TMT,Term_Loan,4,Investment_Grade,USD,900000.0,532976.0,367024.0,284514.0,2021-11-15,2025-03-13,0.0452,0
311,119,Obligor_0119,37,Group_037,JP,LATAM,TMT,Term_Loan,2,Investment_Grade,USD,270000.0,139433.0,130567.0,44705.0,2016-06-24,2021-09-16,0.0353,0
312,33,Obligor_0033,19,Group_019,UK,LATAM,TMT,Guarantee,7,Sub_IG,EUR,770000.0,150026.0,619974.0,44768.0,2019-07-08,2023-08-10,0.0543,0
313,118,Obligor_0118,6,Group_006,DE,LATAM,Utilities,Revolver,4,Investment_Grade,USD,110000.0,42441.0,67559.0,47455.0,2025-02-07,2030-10-06,0.0411,0
314,65,Obligor_0065,33,Group_033,CN,LATAM,Retail,Guarantee,5,Sub_IG,USD,830000.0,815296.0,14704.0,386532.0,2020-04-29,2026-10-21,0.0453,0
315,146,Obligor_0146,39,Group_039,KZ,North America,Transport,Revolver,10,Watchlist,USD,190000.0,65343.0,124657.0,107746.0,2024-05-28,2026-02-28,0.0669,0
316,177,Obligor_0177,52,Group_052,CN,EMEA,Retail,Revolver,1,Investment_Grade,USD,740000.0,472043.0,267957.0,0.0,2023-10-07,2029-09-16,0.0317,0
317,11,Obligor_0011,32,Group_032,BR,North America,Retail,Revolver,1,Investment_Grade,EUR,450000.0,360670.0,89330.0,278322.0,2015-03-25,2021-07-15,0.0288,0
318,85,Obligor_0085,20,Group_020,JP,APAC,Energy,Term_Loan,5,Sub_IG,USD,230000.0,80274.0,149726.0,143279.0,2015-09-28,2022-08-19,0.0444,0
319,26,Obligor_0026,80,Group_080,CN,LATAM,Real_Estate,Derivatives,3,Investment_Grade,USD,330000.0,210191.0,119809.0,167021.0,2021-04-10,2023-10-07,0.0376,0
320,63,Obligor_0063,24,Group_024,IT,LATAM,Manufacturing,Guarantee,2,Investment_Grade,USD,720000.0,567060.0,152940.0,212227.0,2016-01-23,2017-05-11,0.0368,0
321,86,Obligor_0086,8,Group_008,UK,North America,Transport,Derivatives,1,Investment_Grade,USD,480000.0,289200.0,190800.0,229012.0,2015-08-02,2018-01-27,0.0276,0
322,59,Obligor_0059,48,Group_048,MX,APAC,Utilities,Guarantee,1,Investment_Grade,EUR,670000.0,670000.0,0.0,241125.0,2022-11-05,2025-11-16,0.0323,0
323,27,Obligor_0027,3,Group_003,FR,North America,Utilities,Revolver,6,Sub_IG,EUR,1760000.0,468653.0,1291347.0,1130147.0,2023-11-12,2028-05-23,0.0501,0
324,177,Obligor_0177,52,Group_052,CN,EMEA,Retail,Term_Loan,2,Investment_Grade,GBP,150000.0,121762.0,28238.0,46255.0,2025-07-29,2031-09-16,0.0307,0
325,161,Obligor_0161,16,Group_016,MX,North America,Real_Estate,Derivatives,4,Investment_Grade,EUR,1370000.0,774652.0,595348.0,584998.0,2015-02-28,2019-02-20,0.0411,0
326,98,Obligor_0098,54,Group_054,JP,LATAM,Manufacturing,Term_Loan,4,Investment_Grade,USD,480000.0,362104.0,117896.0,0.0,2019-06-14,2021-05-11,0.0432,0
327,105,Obligor_0105,64,Group_064,KZ,North America,Manufacturing,Guarantee,3,Investment_Grade,EUR,240000.0,165183.0,74817.0,114318.0,2023-01-09,2028-03-24,0.0416,0
328,99,Obligor_0099,8,Group_008,UK,North America,Transport,Term_Loan,1,Investment_Grade,USD,170000.0,77073.0,92927.0,36144.0,2017-04-22,2021-06-21,0.0273,0
329,129,Obligor_0129,25,Group_025,DE,LATAM,Utilities,Term_Loan,6,Sub_IG,USD,390000.0,251862.0,138138.0,205965.0,2023-02-19,2025-10-02,0.0444,0
330,149,Obligor_0149,50,Group_050,MX,EMEA,Real_Estate,Derivatives,1,Investment_Grade,EUR,840000.0,191873.0,648127.0,501569.0,2019-03-08,2022-04-28,0.0274,0
331,55,Obligor_0055,37,Group_037,JP,LATAM,TMT,Revolver,6,Sub_IG,USD,400000.0,288260.0,111740.0,99003.0,2019-09-26,2022-03-18,0.0523,1
332,6,Obligor_0006,2,Group_002,JP,LATAM,TMT,Term_Loan,7,Sub_IG,GBP,1270000.0,837732.0,432268.0,517902.0,2015-05-03,2020-08-07,0.0504,0
333,197,Obligor_0197,17,Group_017,DE,LATAM,Real_Estate,Revolver,3,Investment_Grade,USD,160000.0,116437.0,43563.0,70980.0,2025-03-08,2030-05-05,0.041,0
334,95,Obligor_0095,30,Group_030,BR,LATAM,TMT,Guarantee,4,Investment_Grade,EUR,440000.0,357114.0,82886.0,216487.0,2018-12-07,2021-08-16,0.0444,0
335,133,Obligor_0133,46,Group_046,KZ,LATAM,Manufacturing,Term_Loan,4,Investment_Grade,EUR,180000.0,121234.0,58766.0,107544.0,2018-03-08,2024-03-14,0.0424,0
336,102,Obligor_0102,21,Group_021,CN,EMEA,Energy,Derivatives,3,Investment_Grade,EUR,570000.0,358882.0,211118.0,321909.0,2024-01-14,2027-10-01,0.0367,0
337,3,Obligor_0003,54,Group_054,JP,LATAM,Manufacturing,Guarantee,7,Sub_IG,EUR,820000.0,347505.0,472495.0,250122.0,2024-02-28,2031-01-13,0.0541,0
338,181,Obligor_0181,54,Group_054,JP,LATAM,Manufacturing,Guarantee,7,Sub_IG,EUR,330000.0,150993.0,179007.0,263862.0,2021-10-22,2028-09-30,0.0552,0
339,23,Obligor_0023,73,Group_073,CN,North America,Transport,Derivatives,3,Investment_Grade,USD,70000.0,58614.0,11386.0,41160.0,2023-05-28,2028-10-29,0.0389,0
340,53,Obligor_0053,12,Group_012,MX,APAC,Utilities,Term_Loan,4,Investment_Grade,USD,510000.0,452506.0,57494.0,383156.0,2016-07-15,2021-09-10,0.0455,0
341,165,Obligor_0165,66,Group_066,US,EMEA,Manufacturing,Term_Loan,8,Watchlist,USD,600000.0,331427.0,268573.0,292006.0,2025-11-25,2028-04-29,0.0575,0
342,83,Obligor_0083,21,Group_021,CN,EMEA,Energy,Guarantee,9,Watchlist,EUR,590000.0,359428.0,230572.0,295856.0,2020-12-05,2024-06-08,0.0594,0
343,145,Obligor_0145,48,Group_048,MX,APAC,Utilities,Term_Loan,4,Investment_Grade,USD,1050000.0,440031.0,609969.0,389237.0,2019-10-04,2022-09-19,0.039,0
344,85,Obligor_0085,20,Group_020,JP,APAC,Energy,Revolver,4,Investment_Grade,EUR,210000.0,175256.0,34744.0,60702.0,2017-06-23,2023-10-11,0.0386,0
345,78,Obligor_0078,41,Group_041,US,APAC,Manufacturing,Derivatives,3,Investment_Grade,USD,710000.0,520489.0,189511.0,457123.0,2024-09-24,2027-04-06,0.0384,0
346,110,Obligor_0110,4,Group_004,US,APAC,TMT,Revolver,9,Watchlist,USD,1020000.0,1008008.0,11992.0,475471.0,2016-01-30,2019-09-24,0.0615,0
347,1,Obligor_0001,2,Group_002,JP,LATAM,TMT,Term_Loan,2,Investment_Grade,EUR,130000.0,55164.0,74836.0,47724.0,2019-09-23,2023-09-04,0.0341,0
348,51,Obligor_0051,1,Group_001,CN,APAC,Manufacturing,Guarantee,4,Investment_Grade,USD,550000.0,288419.0,261581.0,79389.0,2023-01-02,2026-06-09,0.0409,0
349,173,Obligor_0173,22,Group_022,BR,North America,Utilities,Derivatives,3,Investment_Grade,USD,310000.0,200350.0,109650.0,244521.0,2024-09-01,2027-11-02,0.0358,0
350,4,Obligor_0004,1,Group_001,CN,APAC,Manufacturing,Term_Loan,3,Investment_Grade,USD,420000.0,306305.0,113695.0,179826.0,2025-09-11,2029-05-19,0.0392,0
351,190,Obligor_0190,55,Group_055,DE,APAC,Retail,Term_Loan,3,Investment_Grade,GBP,560000.0,311845.0,248155.0,52259.0,2019-09-13,2022-11-22,0.0331,0
352,193,Obligor_0193,16,Group_016,MX,North America,Real_Estate,Guarantee,10,Watchlist,EUR,310000.0,131876.0,178124.0,130310.0,2017-07-23,2018-09-03,0.0644,0
353,113,Obligor_0113,49,Group_049,CN,EMEA,Manufacturing,Guarantee,1,Investment_Grade,USD,280000.0,217359.0,62641.0,97936.0,2018-01-06,2023-06-03,0.0316,0
354,32,Obligor_0032,67,Group_067,FR,LATAM,Retail,Revolver,4,Investment_Grade,USD,450000.0,334902.0,115098.0,152781.0,2023-03-19,2029-01-28,0.0402,0
355,34,Obligor_0034,20,Group_020,JP,APAC,Energy,Derivatives,1,Investment_Grade,USD,210000.0,87516.0,122484.0,114254.0,2018-12-06,2020-11-19,0.0308,0
356,92,Obligor_0092,76,Group_076,BR,EMEA,Manufacturing,Derivatives,2,Investment_Grade,EUR,210000.0,182929.0,27071.0,73524.0,2015-03-16,2020-06-29,0.0324,0
357,95,Obligor_0095,30,Group_030,BR,LATAM,TMT,Guarantee,3,Investment_Grade,EUR,710000.0,592168.0,117832.0,229774.0,2015-10-22,2019-11-24,0.0371,0
358,72,Obligor_0072,18,Group_018,MX,LATAM,Retail,Revolver,4,Investment_Grade,USD,200000.0,125372.0,74628.0,148120.0,2025-07-31,2032-03-09,0.0431,0
359,39,Obligor_0039,39,Group_039,KZ,North America,Transport,Derivatives,3,Investment_Grade,USD,710000.0,437303.0,272697.0,0.0,2015-01-21,2020-12-05,0.0354,0
360,154,Obligor_0154,7,Group_007,JP,North America,Transport,Guarantee,3,Investment_Grade,USD,610000.0,433595.0,176405.0,236164.0,2025-11-21,2028-06-26,0.0395,0
361,162,Obligor_0162,14,Group_014,ES,APAC,Utilities,Term_Loan,1,Investment_Grade,EUR,130000.0,55596.0,74404.0,82188.0,2023-11-17,2026-01-21,0.0301,0
362,182,Obligor_0182,60,Group_060,IT,North America,TMT,Derivatives,3,Investment_Grade,EUR,280000.0,169682.0,110318.0,155885.0,2017-11-04,2024-02-18,0.0405,0
363,118,Obligor_0118,6,Group_006,DE,LATAM,Utilities,Revolver,9,Watchlist,USD,1020000.0,172914.0,847086.0,668112.0,2018-05-19,2025-02-16,0.0624,0
364,3,Obligor_0003,54,Group_054,JP,LATAM,Manufacturing,Revolver,8,Watchlist,USD,220000.0,170564.0,49436.0,199186.0,2016-07-13,2021-03-22,0.0559,0
365,123,Obligor_0123,60,Group_060,IT,North America,TMT,Revolver,3,Investment_Grade,USD,320000.0,92064.0,227936.0,263916.0,2018-01-14,2024-08-05,0.0415,0
366,50,Obligor_0050,2,Group_002,JP,LATAM,TMT,Term_Loan,4,Investment_Grade,GBP,610000.0,549417.0,60583.0,67781.0,2018-03-18,2022-06-19,0.04,0
367,12,Obligor_0012,68,Group_068,IT,North America,Manufacturing,Derivatives,7,Sub_IG,USD,770000.0,411162.0,358838.0,0.0,2025-04-29,2029-07-04,0.0535,0
368,193,Obligor_0193,16,Group_016,MX,North America,Real_Estate,Derivatives,1,Investment_Grade,EUR,370000.0,206337.0,163663.0,178234.0,2016-01-07,2017-10-31,0.0319,0
369,54,Obligor_0054,69,Group_069,FR,LATAM,Energy,Term_Loan,6,Sub_IG,EUR,290000.0,137591.0,152409.0,17826.0,2020-07-20,2026-11-10,0.0462,0
370,133,Obligor_0133,46,Group_046,KZ,LATAM,Manufacturing,Derivatives,8,Watchlist,USD,1200000.0,650871.0,549129.0,0.0,2024-09-21,2027-11-18,0.0609,0
371,57,Obligor_0057,9,Group_009,DE,APAC,Utilities,Term_Loan,1,Investment_Grade,USD,1490000.0,1316722.0,173278.0,713800.0,2017-03-28,2020-07-24,0.0277,0
372,145,Obligor_0145,48,Group_048,MX,APAC,Utilities,Term_Loan,2,Investment_Grade,USD,880000.0,90146.0,789854.0,476750.0,2018-03-20,2022-12-26,0.0331,0
373,112,Obligor_0112,64,Group_064,KZ,North America,Manufacturing,Term_Loan,9,Watchlist,EUR,470000.0,402035.0,67965.0,389059.0,2018-03-10,2022-05-30,0.0626,0
374,47,Obligor_0047,7,Group_007,JP,North America,Transport,Revolver,4,Investment_Grade,EUR,250000.0,166901.0,83099.0,148027.0,2017-12-28,2024-04-29,0.0419,0
375,151,Obligor_0151,24,Group_024,IT,LATAM,Manufacturing,Derivatives,1,Investment_Grade,EUR,250000.0,89649.0,160351.0,219973.0,2018-07-07,2021-11-30,0.0316,0
376,85,Obligor_0085,20,Group_020,JP,APAC,Energy,Term_Loan,3,Investment_Grade,USD,640000.0,246360.0,393640.0,312889.0,2020-07-04,2024-08-15,0.0348,0
377,142,Obligor_0142,33,Group_033,CN,LATAM,Retail,Derivatives,3,Investment_Grade,USD,590000.0,551814.0,38186.0,68400.0,2017-04-25,2022-08-19,0.0395,0
378,66,Obligor_0066,24,Group_024,IT,LATAM,Manufacturing,Revolver,5,Sub_IG,GBP,1180000.0,484860.0,695140.0,714545.0,2020-06-14,2025-12-16,0.0476,0
379,75,Obligor_0075,35,Group_035,JP,EMEA,Energy,Term_Loan,5,Sub_IG,EUR,700000.0,258531.0,441469.0,513505.0,2016-06-04,2022-08-20,0.0481,0
380,179,Obligor_0179,70,Group_070,US,EMEA,TMT,Guarantee,10,Watchlist,USD,150000.0,124119.0,25881.0,74666.0,2025-02-21,2029-12-04,0.0628,0
381,103,Obligor_0103,30,Group_030,BR,LATAM,TMT,Revolver,3,Investment_Grade,GBP,920000.0,614294.0,305706.0,701627.0,2016-01-06,2017-05-29,0.0351,0
382,166,Obligor_0166,32,Group_032,BR,North America,Retail,Guarantee,4,Investment_Grade,EUR,220000.0,90731.0,129269.0,81221.0,2018-12-13,2023-03-29,0.0413,0
383,192,Obligor_0192,52,Group_052,CN,EMEA,Retail,Derivatives,4,Investment_Grade,USD,340000.0,218730.0,121270.0,182401.0,2015-04-11,2021-05-15,0.0393,0
384,38,Obligor_0038,40,Group_040,FR,APAC,Retail,Derivatives,3,Investment_Grade,EUR,530000.0,209270.0,320730.0,188901.0,2016-10-22,2022-11-19,0.0344,0
385,50,Obligor_0050,2,Group_002,JP,LATAM,TMT,Revolver,2,Investment_Grade,EUR,1790000.0,1468094.0,321906.0,1780622.0,2019-08-09,2025-09-17,0.0332,0
386,98,Obligor_0098,54,Group_054,JP,LATAM,Manufacturing,Derivatives,9,Watchlist,EUR,3900000.0,3167869.0,732131.0,2380229.0,2025-10-11,2029-10-13,0.0625,0
387,82,Obligor_0082,14,Group_014,ES,APAC,Utilities,Guarantee,7,Sub_IG,USD,680000.0,480353.0,199647.0,82160.0,2023-04-04,2027-05-29,0.0596,0
388,30,Obligor_0030,36,Group_036,US,North America,Transport,Term_Loan,4,Investment_Grade,USD,390000.0,262210.0,127790.0,336628.0,2015-08-31,2021-05-30,0.0431,0
389,79,Obligor_0079,33,Group_033,CN,LATAM,Retail,Term_Loan,4,Investment_Grade,GBP,640000.0,609432.0,30568.0,138691.0,2022-09-01,2025-03-21,0.0455,0
390,91,Obligor_0091,48,Group_048,MX,APAC,Utilities,Term_Loan,2,Investment_Grade,USD,820000.0,491949.0,328051.0,330808.0,2016-05-26,2022-05-13,0.0339,0
391,179,Obligor_0179,70,Group_070,US,EMEA,TMT,Revolver,4,Investment_Grade,USD,350000.0,127269.0,222731.0,180976.0,2022-12-06,2025-05-19,0.0431,0
392,191,Obligor_0191,40,Group_040,FR,APAC,Retail,Derivatives,5,Sub_IG,USD,1550000.0,1069337.0,480663.0,833122.0,2022-02-15,2027-05-26,0.0457,0
393,52,Obligor_0052,48,Group_048,MX,APAC,Utilities,Guarantee,4,Investment_Grade,USD,520000.0,520000.0,0.0,270884.0,2023-09-02,2026-07-13,0.0474,0
394,166,Obligor_0166,32,Group_032,BR,North America,Retail,Derivatives,10,Watchlist,EUR,630000.0,250140.0,379860.0,73545.0,2021-03-23,2027-11-22,0.0646,0
395,79,Obligor_0079,33,Group_033,CN,LATAM,Retail,Derivatives,4,Investment_Grade,GBP,710000.0,374672.0,335328.0,370449.0,2019-03-22,2023-02-24,0.0409,0
396,30,Obligor_0030,36,Group_036,US,North America,Transport,Derivatives,3,Investment_Grade,USD,590000.0,403141.0,186859.0,398345.0,2021-03-11,2024-03-08,0.0396,0
397,106,Obligor_0106,69,Group_069,FR,LATAM,Energy,Term_Loan,6,Sub_IG,USD,800000.0,471375.0,328625.0,534373.0,2022-07-28,2028-04-21,0.0504,0
398,51,Obligor_0051,1,Group_001,CN,APAC,Manufacturing,Guarantee,2,Investment_Grade,USD,290000.0,117026.0,172974.0,21619.0,2020-10-15,2023-08-13,0.0332,1
399,81,Obligor_0081,33,Group_033,CN,LATAM,Retail,Guarantee,3,Investment_Grade,EUR,300000.0,247311.0,52689.0,70826.0,2016-01-31,2021-06-30,0.0399,0
400,133,Obligor_0133,46,Group_046,KZ,LATAM,Manufacturing,Derivatives,3,Investment_Grade,EUR,200000.0,200000.0,0.0,27774.0,2016-09-03,2019-07-15,0.0379,1
401,29,Obligor_0029,59,Group_059,JP,APAC,Energy,Term_Loan,3,Investment_Grade,USD,600000.0,383536.0,216464.0,290972.0,2023-06-11,2027-02-07,0.0379,0
402,132,Obligor_0132,67,Group_067,FR,LATAM,Retail,Term_Loan,6,Sub_IG,EUR,760000.0,318582.0,441418.0,9187.0,2018-06-14,2025-04-15,0.0505,0
403,138,Obligor_0138,66,Group_066,US,EMEA,Manufacturing,Guarantee,4,Investment_Grade,EUR,610000.0,177027.0,432973.0,72782.0,2020-02-01,2023-05-07,0.0385,0
404,184,Obligor_0184,53,Group_053,BR,APAC,Real_Estate,Term_Loan,6,Sub_IG,EUR,1430000.0,931781.0,498219.0,334214.0,2017-02-08,2018-12-01,0.0468,0
405,145,Obligor_0145,48,Group_048,MX,APAC,Utilities,Term_Loan,4,Investment_Grade,GBP,440000.0,361141.0,78859.0,0.0,2018-11-23,2023-04-29,0.0442,0
406,74,Obligor_0074,54,Group_054,JP,LATAM,Manufacturing,Term_Loan,3,Investment_Grade,USD,710000.0,493474.0,216526.0,279066.0,2016-02-11,2023-01-02,0.0366,0
407,17,Obligor_0017,38,Group_038,JP,North America,Manufacturing,Revolver,6,Sub_IG,EUR,210000.0,125899.0,84101.0,0.0,2023-02-20,2028-11-13,0.0497,0
408,84,Obligor_0084,48,Group_048,MX,APAC,Utilities,Derivatives,2,Investment_Grade,USD,340000.0,163930.0,176070.0,177254.0,2020-02-16,2026-09-01,0.0372,0
409,69,Obligor_0069,36,Group_036,US,North America,Transport,Guarantee,2,Investment_Grade,EUR,720000.0,274728.0,445272.0,216536.0,2019-02-12,2021-01-06,0.0338,0
410,34,Obligor_0034,20,Group_020,JP,APAC,Energy,Guarantee,4,Investment_Grade,EUR,800000.0,613560.0,186440.0,195203.0,2022-05-18,2026-07-16,0.0416,0
411,6,Obligor_0006,2,Group_002,JP,LATAM,TMT,Revolver,3,Investment_Grade,EUR,360000.0,281792.0,78208.0,102533.0,2021-03-19,2027-05-22,0.0398,0
412,53,Obligor_0053,12,Group_012,MX,APAC,Utilities,Derivatives,1,Investment_Grade,EUR,420000.0,122159.0,297841.0,161659.0,2018-03-25,2020-04-09,0.0288,0
413,194,Obligor_0194,13,Group_013,UK,APAC,TMT,Guarantee,5,Sub_IG,USD,150000.0,137695.0,12305.0,82232.0,2016-10-15,2023-10-09,0.0484,0
414,126,Obligor_0126,33,Group_033,CN,LATAM,Retail,Term_Loan,4,Investment_Grade,USD,340000.0,243037.0,96963.0,247953.0,2021-10-11,2025-01-30,0.0438,0
415,43,Obligor_0043,50,Group_050,MX,EMEA,Real_Estate,Guarantee,3,Investment_Grade,GBP,830000.0,730333.0,99667.0,542385.0,2018-03-27,2020-04-25,0.0417,0
416,115,Obligor_0115,44,Group_044,FR,LATAM,Real_Estate,Term_Loan,9,Watchlist,GBP,660000.0,218839.0,441161.0,632229.0,2017-09-03,2019-11-26,0.0606,0
417,111,Obligor_0111,35,Group_035,JP,EMEA,Energy,Revolver,4,Investment_Grade,USD,630000.0,205906.0,424094.0,358359.0,2018-12-10,2023-08-25,0.0447,0
418,151,Obligor_0151,24,Group_024,IT,LATAM,Manufacturing,Term_Loan,7,Sub_IG,USD,460000.0,262295.0,197705.0,200136.0,2023-05-12,2029-10-18,0.0551,0
419,183,Obligor_0183,8,Group_008,UK,North America,Transport,Guarantee,2,Investment_Grade,USD,440000.0,308245.0,131755.0,125726.0,2024-04-20,2028-11-18,0.0313,0
420,80,Obligor_0080,68,Group_068,IT,North America,Manufacturing,Guarantee,4,Investment_Grade,EUR,280000.0,268596.0,11404.0,82334.0,2021-08-15,2026-03-04,0.0368,0
421,95,Obligor_0095,30,Group_030,BR,LATAM,TMT,Guarantee,7,Sub_IG,EUR,720000.0,533675.0,186325.0,385027.0,2018-09-29,2025-05-27,0.0524,0
422,118,Obligor_0118,6,Group_006,DE,LATAM,Utilities,Revolver,4,Investment_Grade,USD,590000.0,325364.0,264636.0,88582.0,2024-02-16,2028-08-31,0.0426,0
423,144,Obligor_0144,43,Group_043,FR,EMEA,Manufacturing,Revolver,5,Sub_IG,USD,620000.0,244730.0,375270.0,283491.0,2024-03-08,2030-03-31,0.0469,0
424,8,Obligor_0008,44,Group_044,FR,LATAM,Real_Estate,Derivatives,3,Investment_Grade,EUR,310000.0,262260.0,47740.0,122538.0,2022-12-07,2024-06-09,0.0379,0
425,132,Obligor_0132,67,Group_067,FR,LATAM,Retail,Guarantee,1,Investment_Grade,EUR,100000.0,40706.0,59294.0,21798.0,2022-12-13,2027-04-29,0.0299,0
426,104,Obligor_0104,28,Group_028,MX,EMEA,TMT,Term_Loan,4,Investment_Grade,USD,950000.0,879409.0,70591.0,130342.0,2015-08-17,2020-07-23,0.0417,0
427,132,Obligor_0132,67,Group_067,FR,LATAM,Retail,Revolver,3,Investment_Grade,USD,320000.0,173799.0,146201.0,329977.0,2025-11-03,2027-07-13,0.0401,0
428,184,Obligor_0184,53,Group_053,BR,APAC,Real_Estate,Guarantee,7,Sub_IG,USD,240000.0,220348.0,19652.0,12206.0,2021-05-16,2022-06-03,0.0511,0
429,25,Obligor_0025,70,Group_070,US,EMEA,TMT,Guarantee,2,Investment_Grade,USD,720000.0,529766.0,190234.0,275803.0,2020-03-08,2024-05-10,0.0345,0
430,195,Obligor_0195,30,Group_030,BR,LATAM,TMT,Revolver,9,Watchlist,USD,340000.0,194684.0,145316.0,239920.0,2018-08-06,2020-03-15,0.0604,0
431,96,Obligor_0096,38,Group_038,JP,North America,Manufacturing,Derivatives,9,Watchlist,EUR,930000.0,461392.0,468608.0,495006.0,2025-04-09,2026-04-11,0.0602,0
432,195,Obligor_0195,30,Group_030,BR,LATAM,TMT,Revolver,2,Investment_Grade,EUR,680000.0,361637.0,318363.0,191499.0,2017-12-06,2022-05-18,0.0364,0
433,155,Obligor_0155,57,Group_057,CN,LATAM,Manufacturing,Revolver,3,Investment_Grade,EUR,710000.0,486821.0,223179.0,72394.0,2017-09-01,2021-01-01,0.036,0
434,93,Obligor_0093,59,Group_059,JP,APAC,Energy,Term_Loan,7,Sub_IG,EUR,170000.0,104623.0,65377.0,73516.0,2019-10-05,2024-10-31,0.0537,0
435,160,Obligor_0160,8,Group_008,UK,North America,Transport,Term_Loan,9,Watchlist,USD,1030000.0,495675.0,534325.0,0.0,2023-12-30,2025-08-13,0.0659,0
436,178,Obligor_0178,42,Group_042,JP,APAC,Manufacturing,Derivatives,3,Investment_Grade,USD,530000.0,300443.0,229557.0,234507.0,2017-01-27,2022-08-31,0.0397,0
437,61,Obligor_0061,3,Group_003,FR,North America,Utilities,Guarantee,3,Investment_Grade,USD,340000.0,209343.0,130657.0,138960.0,2023-06-23,2025-11-02,0.0371,0
438,122,Obligor_0122,53,Group_053,BR,APAC,Real_Estate,Revolver,4,Investment_Grade,USD,490000.0,85384.0,404616.0,327090.0,2015-11-17,2022-01-14,0.0413,0
439,51,Obligor_0051,1,Group_001,CN,APAC,Manufacturing,Derivatives,5,Sub_IG,EUR,130000.0,89912.0,40088.0,14841.0,2021-05-10,2027-11-15,0.0435,0
440,147,Obligor_0147,42,Group_042,JP,APAC,Manufacturing,Term_Loan,3,Investment_Grade,GBP,590000.0,238393.0,351607.0,188288.0,2016-07-09,2020-09-13,0.0406,0
441,21,Obligor_0021,11,Group_011,ES,APAC,Real_Estate,Revolver,5,Sub_IG,USD,220000.0,81253.0,138747.0,112030.0,2017-04-23,2021-11-12,0.048,0
442,5,Obligor_0005,19,Group_019,UK,LATAM,TMT,Guarantee,1,Investment_Grade,USD,170000.0,44630.0,125370.0,76737.0,2018-08-29,2022-08-09,0.0314,0
443,92,Obligor_0092,76,Group_076,BR,EMEA,Manufacturing,Term_Loan,1,Investment_Grade,EUR,150000.0,36183.0,113817.0,9651.0,2018-10-18,2021-10-01,0.0316,0
444,170,Obligor_0170,58,Group_058,CN,North America,Real_Estate,Term_Loan,3,Investment_Grade,USD,960000.0,315754.0,644246.0,228600.0,2016-10-29,2020-06-02,0.0365,0
445,61,Obligor_0061,3,Group_003,FR,North America,Utilities,Term_Loan,3,Investment_Grade,USD,280000.0,128295.0,151705.0,209994.0,2023-05-06,2026-09-21,0.0349,0
446,22,Obligor_0022,16,Group_016,MX,North America,Real_Estate,Derivatives,3,Investment_Grade,EUR,1290000.0,1277941.0,12059.0,599633.0,2021-08-24,2025-07-29,0.0391,0
447,149,Obligor_0149,50,Group_050,MX,EMEA,Real_Estate,Guarantee,4,Investment_Grade,EUR,300000.0,148447.0,151553.0,0.0,2022-07-21,2023-10-22,0.0438,0
448,70,Obligor_0070,38,Group_038,JP,North America,Manufacturing,Revolver,3,Investment_Grade,USD,130000.0,82622.0,47378.0,80705.0,2020-04-26,2022-11-06,0.0412,0
449,1,Obligor_0001,2,Group_002,JP,LATAM,TMT,Derivatives,2,Investment_Grade,USD,200000.0,136019.0,63981.0,37.0,2020-06-27,2026-05-07,0.0336,0
450,133,Obligor_0133,46,Group_046,KZ,LATAM,Manufacturing,Derivatives,3,Investment_Grade,EUR,1050000.0,657524.0,392476.0,339407.0,2025-04-03,2027-06-12,0.0373,0
451,12,Obligor_0012,68,Group_068,IT,North America,Manufacturing,Derivatives,9,Watchlist,USD,400000.0,233805.0,166195.0,216328.0,2020-04-14,2023-08-13,0.0615,0
452,90,Obligor_0090,33,Group_033,CN,LATAM,Retail,Term_Loan,3,Investment_Grade,USD,300000.0,108282.0,191718.0,211028.0,2024-09-11,2026-04-03,0.0393,0
453,46,Obligor_0046,42,Group_042,JP,APAC,Manufacturing,Guarantee,3,Investment_Grade,EUR,490000.0,436191.0,53809.0,0.0,2017-01-15,2021-01-18,0.0374,0
454,34,Obligor_0034,20,Group_020,JP,APAC,Energy,Derivatives,4,Investment_Grade,USD,630000.0,605707.0,24293.0,364075.0,2016-11-05,2018-01-20,0.0419,0
